-7.56 -7.71 -6.94 -2623.91 -8.34 -8.05 -10.93 -6.39 -6.83 -11.19 -8.18 -6.92
-7.56 -6.49 -6.43 -2575.86 -8.14 -7.73 -13.06 -6.57 -7.41 -11.19 -7.94 -9.48
-7.56 -7.71 -6.94 -2588.80 -8.34 -8.05 -10.93 -6.39 -6.83 -13.07 -8.18 -6.92
-7.56 -6.67 -6.94 -2386.21 -8.37 -7.39 -7.53 -6.95 -7.90 -18.39 -5.42 -7.43
-7.56 -9.40 -6.94 -2395.72 -8.37 -7.09 -7.57 -7.44 -7.90 -14.93 -5.42 -7.45
-6.95 -9.50 -5.65 -2342.58 -8.07 -9.56 -8.42 -7.35 -6.44 -10.07 -6.79 -7.47
-5.62 -5.53 -7.06 -8.51 -2668.00 -7.69 -8.08 -7.27 -5.56 -7.11 -43.46 -9.88
-5.92 -7.83 -6.85 -6.37 -2700.21 -6.95 -8.24 -6.00 -9.26 -9.90 -40.08 -7.22
-5.62 -8.21 -8.64 -8.51 -2696.87 -7.69 -10.98 -7.93 -7.74 -7.11 -45.87 -9.88
-5.62 -7.16 -7.57 -8.51 -2689.33 -7.28 -8.08 -7.93 -7.74 -7.11 -44.44 -9.55
-5.62 -7.16 -6.80 -8.51 -2691.49 -6.95 -8.08 -7.93 -9.26 -7.11 -52.98 -9.55
-5.62 -10.22 -7.76 -10.37 -2717.54 -8.48 -7.90 -7.09 -7.74 -7.85 -68.76 -9.88
-6.52 -7.29 -6.46 -7.46 -8.17 -2460.74 -8.90 -9.14 -8.57 -6.67 -7.16 -14.19
-6.58 -7.29 -5.36 -8.43 -8.80 -2380.37 -10.25 -6.72 -5.99 -8.62 -8.95 -17.65
-5.70 -7.77 -6.20 -7.37 -8.17 -2710.15 -9.27 -8.60 -7.13 -8.97 -7.43 -19.89
-8.38 -7.29 -6.96 -7.85 -9.20 -2478.90 -8.90 -7.57 -7.52 -7.16 -7.39 -14.19
-6.02 -9.04 -7.02 -7.80 -8.80 -2328.01 -8.90 -6.43 -7.52 -8.96 -7.24 -14.19
-8.54 -6.87 -8.56 -9.64 -8.81 -2612.06 -6.34 -6.94 -7.49 -7.89 -7.30 -17.31
-5.86 -11.96 -7.08 -8.33 -9.85 -10.19 -1384.31 -9.74 -6.75 -6.80 -8.03 -9.81
-5.86 -11.96 -7.08 -7.50 -9.85 -10.19 -1364.62 -9.74 -7.41 -7.25 -8.03 -9.81
-5.86 -11.96 -7.08 -8.32 -9.85 -10.19 -1390.93 -9.74 -7.41 -8.47 -7.51 -9.81
-5.89 -11.96 -7.08 -8.33 -9.85 -10.19 -1382.05 -9.74 -7.41 -6.80 -7.51 -9.81
-5.86 -11.96 -7.08 -8.32 -9.85 -10.19 -1363.34 -9.74 -6.75 -8.47 -7.51 -9.81
-5.86 -11.96 -7.08 -7.50 -9.85 -10.19 -1371.25 -9.74 -7.41 -6.80 -8.03 -9.81
-6.04 -18.18 -7.70 -6.30 -7.34 -7.35 -9.62 -2188.91 -8.59 -6.98 -8.31 -8.18
-6.04 -19.77 -7.70 -6.30 -7.34 -7.35 -9.62 -2200.75 -8.59 -6.57 -8.02 -8.18
-6.04 -18.94 -7.70 -6.30 -7.34 -7.73 -9.62 -2166.91 -8.59 -6.57 -8.31 -8.18
-6.04 -18.78 -7.70 -6.30 -7.34 -7.35 -9.62 -2209.27 -8.59 -6.57 -8.31 -8.18
-6.25 -18.18 -8.68 -6.30 -7.34 -7.35 -9.62 -2152.39 -8.59 -6.98 -8.31 -8.26
-6.04 -18.78 -7.70 -6.30 -7.34 -7.35 -9.62 -2196.28 -8.59 -6.98 -8.31 -8.18
-5.45 -7.18 -6.70 -7.76 -6.70 -8.50 -7.70 -6.56 -996.23 -8.80 -9.52 -7.51
-5.16 -7.25 -6.39 -6.76 -7.99 -8.21 -7.41 -9.98 -1324.22 -6.06 -9.23 -8.53
-5.17 -7.26 -6.42 -6.44 -10.46 -8.21 -7.46 -8.61 -1327.73 -8.52 -9.23 -10.09
-5.45 -7.18 -6.70 -7.05 -6.70 -8.50 -7.70 -6.56 -996.07 -8.80 -9.52 -7.51
-5.17 -8.70 -6.42 -6.44 -8.36 -8.21 -7.42 -8.61 -1321.94 -10.35 -9.23 -8.53
-5.69 -6.89 -6.39 -6.76 -7.99 -8.21 -8.05 -9.98 -1318.24 -6.07 -9.23 -8.53
-7.11 -7.90 -6.90 -16.48 -9.84 -8.17 -7.10 -5.92 -8.37 -2828.93 -8.04 -6.63
-4.95 -8.37 -6.88 -17.21 -11.62 -7.98 -7.10 -6.69 -8.37 -2600.09 -8.04 -8.01
-7.11 -7.90 -6.90 -17.21 -9.84 -8.17 -7.10 -6.23 -8.37 -2823.35 -8.04 -6.63
-7.11 -7.90 -6.90 -16.48 -9.84 -8.17 -7.10 -5.92 -7.25 -2791.20 -8.04 -6.63
-7.11 -7.90 -6.90 -17.21 -9.84 -8.17 -7.10 -6.23 -8.37 -2829.84 -8.04 -8.01
-4.92 -7.90 -6.90 -17.21 -9.84 -8.17 -8.59 -6.23 -8.37 -2800.10 -8.04 -7.42
-5.67 -6.31 -5.71 -7.51 -100.77 -6.88 -7.04 -8.08 -8.70 -8.80 -2839.65 -6.93
-5.67 -6.78 -6.59 -8.70 -83.69 -7.31 -7.59 -6.64 -8.70 -8.80 -2899.50 -8.99
-5.67 -6.31 -6.59 -7.51 -86.22 -7.31 -6.56 -8.36 -8.70 -8.80 -2908.77 -8.99
-6.36 -6.31 -6.36 -7.51 -97.57 -6.54 -7.04 -8.08 -7.79 -8.80 -2837.97 -8.99
-6.36 -6.31 -6.36 -7.51 -100.74 -6.88 -7.04 -8.08 -8.70 -8.80 -2842.91 -8.99
-5.67 -6.78 -6.59 -8.70 -84.34 -7.31 -7.59 -8.36 -8.70 -8.80 -2886.55 -8.99
-5.03 -8.72 -7.67 -7.88 -9.05 -20.62 -8.29 -6.52 -9.61 -6.43 -8.69 -2916.98
-6.12 -6.18 -6.61 -7.44 -9.56 -21.23 -9.86 -8.12 -6.67 -8.95 -8.69 -2902.88
-7.63 -8.72 -7.67 -7.68 -9.11 -22.00 -8.29 -6.52 -9.61 -6.43 -8.69 -2930.43
-6.12 -6.18 -6.61 -7.44 -9.56 -18.31 -9.86 -8.12 -6.67 -8.95 -8.69 -2918.58
-7.63 -8.72 -7.67 -7.88 -9.11 -22.00 -8.29 -6.52 -9.61 -6.43 -8.69 -2959.74
-4.74 -8.11 -4.78 -7.44 -9.56 -21.23 -9.86 -8.12 -6.97 -7.69 -8.69 -2872.74
-1213.25 -7.12 -6.23 -10.04 -7.44 -8.69 -6.06 -7.92 -5.87 -7.92 -7.20 -9.47
-1215.32 -6.82 -7.02 -10.04 -7.60 -8.69 -5.83 -6.85 -6.34 -7.92 -7.92 -9.47
-1200.21 -6.90 -6.21 -10.04 -7.68 -8.69 -6.28 -7.32 -6.34 -7.17 -7.85 -9.13
-1183.54 -8.79 -6.41 -6.90 -9.12 -12.39 -8.15 -6.88 -6.34 -6.33 -6.90 -9.13
-1200.15 -10.82 -6.23 -10.04 -6.79 -8.99 -5.96 -6.85 -5.87 -7.09 -7.92 -10.28
-1151.97 -8.73 -8.01 -7.80 -7.68 -8.69 -5.83 -6.85 -6.34 -6.31 -7.92 -9.13
-9.22 -1748.12 -5.90 -7.15 -8.47 -8.38 -9.74 -12.69 -8.85 -8.94 -7.65 -7.10
-6.10 -1778.33 -12.17 -9.10 -7.67 -8.38 -8.67 -18.21 -8.85 -8.94 -8.60 -7.05
-6.10 -1721.65 -9.40 -9.10 -8.61 -8.28 -8.35 -14.75 -6.71 -7.47 -8.26 -7.05
-6.10 -1751.11 -8.21 -7.54 -8.04 -7.81 -9.74 -14.75 -7.28 -6.72 -7.95 -8.34
-6.28 -1700.58 -8.21 -7.64 -8.06 -8.55 -9.74 -14.43 -6.71 -7.80 -5.45 -7.88
-6.10 -1767.33 -11.28 -6.76 -6.84 -8.38 -9.48 -14.41 -6.71 -6.47 -8.26 -7.05
-9.85 -8.35 -915.02 -6.69 -7.01 -9.59 -8.82 -6.13 -7.99 -6.62 -7.41 -8.94
-5.85 -9.91 -727.00 -8.35 -9.08 -7.45 -7.32 -7.09 -10.24 -7.60 -7.29 -7.92
-6.84 -9.79 -981.35 -8.37 -7.85 -9.52 -9.99 -7.17 -9.41 -7.23 -10.18 -8.94
-9.85 -10.10 -932.02 -7.21 -7.85 -9.82 -8.82 -8.55 -7.99 -7.52 -8.49 -10.47
-6.63 -9.79 -1008.22 -7.44 -10.97 -9.52 -9.99 -7.17 -9.41 -7.23 -7.75 -8.94
-5.74 -9.79 -995.27 -6.80 -10.97 -9.52 -8.08 -7.17 -9.41 -7.23 -8.06 -8.94
