0	A_NA_N1
1	A_NA_N2
2	A_NA_N3
3	A_NA_N4
4	A_NA_N5
5	A_NA_N6
6	A_NA_N7
7	A_NA_N8
8	A_NA_N9
9	B_NA

1	1|S33841{A_NA_N1}
2	1|S34611{A_NA_N1}
3	1|S38639{A_NA_N1}
4	1|S41572{A_NA_N2}
5	1|S45995{A_NA_N2}
6	1|S47054{A_NA_N2}
7	1|S47210{A_NA_N3}
8	1|S47221{A_NA_N3}
9	1|S47624{A_NA_N3}
10	1|S47786{A_NA_N4}
11	1|S47804{A_NA_N4}
12	1|S47813{A_NA_N4}
13	1|S47864{A_NA_N5}
14	1|S47865{A_NA_N5}
15	1|S47880{A_NA_N5}
16	1|S47948{A_NA_N6}
17	1|S47972{A_NA_N6}
18	1|S48216{A_NA_N6}
19	1|S48512{A_NA_N7}
20	1|S48546{A_NA_N7}
21	1|S48573{A_NA_N7}
22	1|S48851{A_NA_N8}
23	1|S49617{A_NA_N8}
24	1|S49709{A_NA_N8}
25	1|S49959{A_NA_N9}
26	1|S50047{A_NA_N9}
27	1|S50109{A_NA_N9}
28	1|S50910{B_NA}
29	1|S52601{B_NA}
30	1|S52890{B_NA}
