-1476.96 -19.89 -21.53 -386.85 -96.66 -20.06 -25.67 -104.89 -10.62 1.48
-1681.59 -21.24 -21.37 -345.58 -96.66 -16.82 -18.64 -124.54 -14.91 -1.36
-1674.14 -19.82 -21.37 -346.06 -93.4 -16.82 -18.64 -121.6 -14.44 -1.36
-19.9 -1367.44 -27.72 -20.17 -25.91 -44.79 -40.17 -23.67 -27.13 -1.68
-20.34 -1730.61 -24.04 -14.56 -24.6 -33.3 -36.75 -23.3 -14.2 -1.26
-22.29 -1701.67 -27.03 -13.21 -24.99 -34.35 -37.91 -23.3 -14.2 -1.26
-23.77 -23.17 -1592.5 -31.16 -22.16 -15.72 -27.82 -19.17 -16.8 -2.34
-26.45 -15.19 -1615.71 -31.22 -19.22 -16.3 -27.78 -21.7 -22.67 -3.36
-17.27 -17.15 -1651.17 -41.84 -15.92 -24.48 -28.71 -13.98 -19.63 -3.64
-181.14 -10.66 -23.47 -1616.07 -103.93 -14.26 -11.36 -95.13 -12.46 3.79
-182.06 -12.04 -22.42 -1557.82 -108.44 -11.52 -14.63 -90 -10.8 -2.16
-173.25 -10.66 -23.47 -1613.59 -103.71 -11.46 -11.36 -94.47 -12.46 3.33
-71.92 -23.21 -17.89 -112.48 -1488.04 -15.18 -15.7 -318.85 -10.5 -9.75
-59.09 -27.85 -23.89 -126.26 -1598.21 -15.72 -7.33 -333.78 -12.72 -11.95
-73.35 -23.21 -19.72 -112.32 -1496.32 -21.77 -14.46 -316.63 -9.5 -9.69
-12.31 -23.86 -18.69 -14.81 -13.62 -1664.6 -150.46 -15.65 -219.72 -1.28
-6.64 -24.11 -19.51 -11.42 -21.5 -1659.11 -139.14 -20.71 -212.89 -1.03
-14.56 -22.08 -17.43 -15.92 -16.26 -1619.8 -136.31 -15.84 -209.84 -2.01
-10.25 -19.63 -34.16 -20.64 -21.2 -113.52 -1453.34 -19.48 -45.83 -0.04
-14.62 -24.43 -29.85 -13.3 -24.68 -119.99 -1601.78 -27.2 -39.83 0.25
-14.62 -21.72 -29.57 -13.3 -22.58 -106.35 -1586.75 -20.79 -40.45 0.25
-94.01 -15.99 -18.65 -133.97 -344.81 -30.83 -9.46 -1419.14 -11.31 -1.83
-80.81 -14.55 -26.38 -138.25 -376.22 -18.63 -17.3 -1649.99 -14.02 -3.81
-71.2 -14.16 -29.67 -148.77 -416.37 -17.9 -21.8 -1505.13 -7.53 -1.13
-17.19 -21.72 -21.92 -9.72 -8.59 -294.18 -96.02 -11.84 -1681.54 -6.91
-18.27 -25.84 -23.65 -14.08 -6.79 -284.26 -81.57 -9.72 -1703.01 -1.01
-18.27 -25.84 -26.85 -13.25 -7.92 -297.41 -93.43 -9.72 -1689.19 -6.48
-3.94 -1.77 -5.26 -1.42 -16.71 -1.98 -8.21 -9.94 -8.09 -1798.89
-3.94 -0.159999999999999 -5.46 -1.42 -15.86 -1.98 -8.14 -6.17 -7.51 -1798.37
-6.63 -0.8 -7.72 -1.84 -10.29 -2.61 -1.1 -5.66 -4.28 -1819.74
