-1550.38 -1793.84 -1865.54 -1922.45 -1669.49 -2037.95 -2043.31
-1546.20 -1787.70 -1878.64 -1968.98 -1697.14 -2010.90 -1982.81
-1549.16 -1791.64 -1892.76 -1933.95 -1680.03 -2016.63 -1978.35
-1556.19 -1798.63 -1868.98 -1918.30 -1669.97 -2054.50 -2004.89
-1552.70 -1794.03 -1889.99 -1946.65 -1691.26 -2018.58 -1988.60
-1549.45 -1790.92 -1882.46 -1958.91 -1707.27 -2015.82 -1983.61
-1549.45 -1790.92 -1882.46 -1958.91 -1707.27 -2015.82 -1983.61
-1542.35 -1782.72 -1876.58 -1967.33 -1692.97 -2004.15 -1983.21
-1539.96 -1779.84 -1870.23 -1960.88 -1690.41 -2001.73 -1972.26
-1549.91 -1793.25 -1865.44 -1921.75 -1668.99 -2036.49 -2041.46
-1552.72 -1796.42 -1866.42 -1916.29 -1668.42 -2052.20 -2003.20
-1548.46 -1791.43 -1862.47 -1919.55 -1667.39 -2033.41 -2042.30
-1619.66 -1773.09 -1814.11 -1861.13 -1630.08 -1959.37 -1922.44
-1619.66 -1773.09 -1814.11 -1861.13 -1630.08 -1959.37 -1922.44
-1619.66 -1773.09 -1814.11 -1861.13 -1630.08 -1959.37 -1922.44
-1551.23 -1789.96 -1858.26 -1908.39 -1662.68 -2052.24 -1994.38
-1565.65 -1828.42 -1865.79 -1915.79 -1668.21 -2023.27 -1985.64
-1565.65 -1828.42 -1865.79 -1915.79 -1668.21 -2023.27 -1985.64
-1554.54 -1796.81 -1890.90 -1938.70 -1684.85 -2023.96 -1984.38
-1551.41 -1793.35 -1885.52 -1961.89 -1707.89 -2018.80 -1986.95
-1574.76 -1820.84 -1859.67 -1910.26 -1665.47 -2014.65 -1979.70
