-2166.99 -2175.97 -2205.47
-2154.60 -2177.64 -2186.95
-2191.40 -2165.85 -2187.14
-2160.81 -2186.32 -2193.85
-2168.53 -2190.74 -2201.11
-2164.18 -2180.20 -2202.07
-2168.85 -2191.19 -2201.78
-2177.96 -2155.46 -2174.88
-2159.89 -2176.38 -2194.29
-2157.30 -2172.90 -2192.20
-2173.05 -2155.89 -2175.47
-2163.51 -2179.22 -2199.95
-2151.81 -2162.99 -2183.94
-2162.89 -2188.09 -2195.78
-2155.55 -2181.28 -2188.80
-2160.31 -2186.14 -2192.79
-2160.31 -2186.14 -2192.79
-2166.22 -2174.08 -2200.28
-2171.84 -2187.71 -2206.03
-2183.07 -2155.05 -2176.47
-2179.86 -2151.86 -2173.16
-2185.56 -2166.61 -2186.73
-2183.44 -2164.65 -2184.57
-2173.77 -2155.35 -2175.35
