-2151.08 -2213.04 -2251.78 -2227.46
-2196.54 -2160.94 -2217.33 -2178.56
-2199.23 -2163.59 -2222.28 -2183.54
-2160.61 -2215.78 -2254.96 -2240.22
-2151.28 -2204.93 -2251.56 -2222.01
-2193.99 -2166.52 -2224.15 -2186.46
-2103.58 -2216.10 -2194.55 -2171.78
-2131.94 -2172.25 -2207.83 -2217.99
-2100.35 -2224.81 -2191.22 -2169.02
-2164.10 -2202.93 -2277.97 -2214.61
-2152.36 -2188.40 -2264.12 -2201.37
-2158.18 -2196.04 -2269.93 -2209.03
-2172.09 -2211.95 -2281.57 -2223.27
-2127.76 -2232.76 -2223.74 -2195.28
-2166.07 -2205.28 -2262.01 -2223.18
-2146.59 -2210.75 -2248.72 -2213.26
-2150.48 -2202.61 -2244.56 -2231.36
-2187.46 -2160.82 -2223.32 -2188.15
-2137.15 -2240.21 -2233.70 -2205.34
-2087.13 -2201.92 -2162.71 -2141.77
-2126.69 -2180.75 -2227.10 -2197.29
-2123.94 -2173.84 -2218.95 -2192.57
-2128.72 -2228.84 -2222.52 -2196.48
-2189.60 -2143.52 -2200.34 -2163.19
-2154.88 -2192.19 -2246.79 -2211.70
-2198.11 -2160.21 -2218.45 -2180.28
-2183.77 -2162.01 -2212.70 -2175.52
-2084.94 -2120.21 -2147.46 -2168.98
