-2209.39 -2053.59 -2278.60
-2135.01 -2073.43 -2191.89
-2211.94 -2056.99 -2282.23
-2208.37 -2055.33 -2280.47
-2215.69 -2051.12 -2274.93
-2211.49 -2050.42 -2272.04
-2183.56 -2034.25 -2247.43
-2146.23 -2069.02 -2203.66
-2117.93 -2068.24 -2174.33
-2117.74 -2070.34 -2172.22
-2113.07 -2066.54 -2169.20
-2154.59 -2075.19 -2215.41
-2130.16 -2062.15 -2186.35
-2130.16 -2062.15 -2186.35
-2117.05 -2051.54 -2177.52
-2131.38 -2077.31 -2188.79
-2131.38 -2077.31 -2188.79
-2109.53 -2065.29 -2163.73
-2200.43 -2042.56 -2265.56
-2216.74 -2054.18 -2278.24
-2194.74 -2044.09 -2261.38
-2200.15 -2049.18 -2270.53
-2186.54 -2035.36 -2254.89
-2189.44 -2029.67 -2240.42
-2196.14 -2028.55 -2238.97
-2215.69 -2053.58 -2277.93
-2216.13 -2047.66 -2268.47
-2212.27 -2057.25 -2281.93
-2187.16 -2029.25 -2242.48
-2191.45 -2032.38 -2247.93
-2104.48 -1972.43 -2162.59
-2198.83 -2048.88 -2271.15
-2202.12 -2046.71 -2258.00
-2212.19 -2053.40 -2271.73
-2195.07 -2022.32 -2227.00
-2198.82 -2048.70 -2268.87
