-26.45 -19.17 -21.84 -34.13 -40.49 -28.92 -43.55 -31.55 -40.36 -23.02 -20.50 -30.13 -35.97 -25.15 -33.80 -25.55 -2150.87
-9.72 -8.14 -6.49 -8.26 -10.05 -13.09 -11.98 -13.02 -6.70 -6.82 -7.30 -8.49 -13.13 -11.29 -8.29 -14.56 -1375.99
-19.80 -13.20 -9.58 -21.29 -21.14 -36.96 -23.08 -21.47 -23.12 -13.14 -15.14 -10.54 -20.21 -23.71 -18.51 -7.92 -1301.61
-27.09 -19.18 -21.54 -33.95 -29.70 -39.07 -39.62 -31.36 -40.10 -22.90 -15.57 -29.67 -35.62 -24.92 -33.63 -25.11 -2196.88
-26.45 -19.17 -21.84 -34.13 -41.55 -28.92 -41.51 -32.43 -40.36 -23.02 -18.09 -30.13 -35.97 -24.52 -33.80 -25.55 -2140.52
-27.09 -19.18 -21.54 -33.95 -30.77 -33.74 -36.67 -31.36 -40.10 -23.91 -15.57 -29.67 -35.62 -24.92 -33.63 -25.11 -2210.18
-2071.59 -45.44 -69.60 -108.10 -166.36 -125.60 -124.36 -186.65 -274.27 -39.64 -32.18 -271.24 -268.58 -44.64 -121.73 -39.95 -14.59
-2044.23 -42.95 -60.81 -106.52 -161.62 -117.68 -120.08 -170.17 -267.60 -37.50 -32.18 -249.21 -262.63 -38.19 -117.07 -44.38 -19.59
-2059.28 -40.29 -69.60 -104.12 -157.06 -123.29 -119.71 -179.38 -265.50 -34.45 -32.18 -251.83 -264.11 -39.18 -114.47 -39.95 -14.59
-2066.13 -41.42 -69.59 -108.10 -166.11 -125.51 -124.25 -186.46 -269.60 -39.64 -32.18 -265.41 -268.58 -43.31 -121.74 -39.95 -14.59
-2079.68 -45.44 -69.60 -108.10 -166.36 -125.60 -124.36 -186.65 -274.27 -39.64 -32.18 -271.24 -268.58 -44.64 -121.73 -39.95 -14.59
-1918.54 -46.09 -69.67 -108.18 -168.03 -125.68 -125.14 -186.25 -260.63 -39.72 -32.26 -259.98 -268.66 -44.72 -121.81 -40.03 -14.67
-48.61 -1981.41 -58.47 -63.33 -70.64 -230.61 -403.69 -106.74 -58.38 -129.45 -102.64 -54.54 -60.89 -393.19 -26.91 -36.68 -8.70
-46.02 -2056.31 -58.27 -57.00 -64.45 -244.24 -422.47 -93.05 -59.19 -125.73 -100.21 -58.75 -60.31 -423.39 -26.86 -42.06 -13.06
-44.97 -2036.70 -51.82 -59.54 -67.01 -249.01 -448.59 -91.39 -54.76 -128.94 -114.76 -61.81 -59.84 -428.53 -26.02 -35.15 -8.01
-44.75 -2069.87 -51.07 -58.19 -58.79 -248.26 -429.97 -94.24 -58.82 -126.36 -107.70 -63.91 -62.55 -428.52 -26.00 -37.04 -12.40
-35.95 -1703.37 -34.07 -45.56 -48.71 -197.45 -387.28 -60.14 -42.03 -139.53 -113.95 -46.68 -39.93 -383.93 -21.26 -31.48 -8.58
-35.61 -1714.98 -38.71 -58.35 -59.66 -201.00 -412.50 -67.93 -37.97 -153.44 -108.65 -54.32 -41.73 -409.76 -24.55 -28.63 -12.42
-71.62 -44.69 -1779.68 -155.57 -380.41 -148.10 -115.00 -400.32 -136.91 -27.43 -77.81 -66.74 -95.26 -41.94 -139.16 -88.82 -10.01
-62.12 -49.55 -1686.61 -140.65 -394.81 -111.40 -82.03 -389.45 -119.48 -25.72 -77.39 -66.80 -90.78 -40.00 -122.43 -87.34 -8.94
-82.90 -54.76 -2045.08 -183.40 -414.23 -143.14 -101.40 -403.27 -144.81 -35.00 -91.67 -78.68 -108.82 -59.75 -152.09 -106.01 -11.89
-76.80 -61.32 -1983.76 -170.78 -379.86 -134.72 -97.05 -384.04 -149.24 -34.36 -84.08 -77.11 -97.36 -62.98 -145.55 -82.41 -15.81
-62.82 -38.70 -1781.88 -156.75 -373.38 -143.23 -111.95 -402.38 -136.17 -21.49 -74.65 -61.05 -84.78 -34.30 -127.29 -79.01 -6.45
-65.33 -43.57 -1835.35 -157.86 -376.43 -143.03 -111.11 -410.76 -142.83 -24.59 -77.79 -67.63 -94.98 -38.09 -132.18 -87.23 -8.68
-40.75 -39.70 -142.23 -1967.53 -261.26 -113.90 -138.04 -238.41 -82.66 -33.38 -64.75 -43.60 -126.67 -46.06 -323.85 -162.88 -22.52
-50.45 -46.16 -142.58 -1985.29 -248.19 -123.99 -133.49 -247.37 -64.19 -40.17 -68.45 -51.12 -122.96 -41.26 -277.29 -140.57 -22.52
-42.44 -42.17 -144.73 -1975.54 -252.79 -124.64 -128.45 -214.43 -67.17 -33.32 -62.69 -40.17 -109.90 -35.62 -267.83 -149.12 -22.52
-43.21 -42.61 -140.04 -1943.85 -258.77 -118.44 -132.95 -227.75 -60.36 -34.41 -63.82 -41.91 -117.48 -35.46 -277.70 -132.08 -22.54
