-2157.28 -2250.22 -2149.60
-2130.43 -2181.04 -2263.99
-2103.20 -2151.74 -2251.14
-2220.71 -2187.50 -2151.93
-2116.65 -2173.35 -2265.06
-2160.80 -2253.19 -2154.54
-2126.44 -2215.93 -2128.44
-2226.29 -2184.89 -2146.63
-2237.49 -2196.92 -2158.58
-2137.25 -2224.47 -2128.03
-2155.29 -2231.62 -2146.93
-2225.91 -2185.92 -2147.73
-2152.18 -2246.66 -2145.26
-2116.85 -2173.97 -2250.01
-2246.25 -2204.67 -2167.22
-2117.68 -2153.00 -2259.65
-2074.99 -2128.90 -2247.99
-2223.17 -2172.03 -2138.71
-2196.83 -2140.21 -2093.69
-2150.14 -2242.02 -2140.86
-2087.49 -2134.93 -2265.47
